Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Chamberí;Apartment;Entire home/apt;3;1.0;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;60.0;0;96.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;62.0;5.0;11;90.0
Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;40.0;7;95.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;753.0;105.0;;30;97.0
Centro;Apartment;Entire home/apt;11;4.0;6.0;9.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;450.0;70.0;22;100.0
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Laptop friendly workspace,Private living room;;61.0;35.0;77;95.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;24.0;41;93.0
Retiro;House;Private room;1;2.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;45.0;;89;
Puente de Vallecas;Condominium;Private room;2;1.0;;;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50;;17.0;;24;100.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;32.0;;38;89.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;55.0;25.0;69;95.0
Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;48.0;;85;
Chamberí;Apartment;Private room;2;1.0;1.0;2.0;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;30.0;;69;97.0
Centro;House;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Pets live on this property,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;31.0;5.0;6;93.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;49.0;20.0;23;95.0
Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;1.0;2.0;Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Doorman,Elevator in building,Heating,Washer,Essentials,Shampoo,Laptop friendly workspace;;40.0;20.0;0;84.0
Arganzuela;Apartment;Entire home/apt;6;2.0;3.0;5.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;119.0;32.0;23;98.0
Villaverde;Apartment;Shared room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;10.0;;89;
Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;53.0;;32;91.0
Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;43.0;;60;89.0
Centro;Guesthouse;Private room;2;1.0;1.0;2.0;Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;29.0;;0;98.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;82.0;;52;90.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;140.0;30.0;67;100.0
Retiro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials;;30.0;18.0;0;
Barajas;Apartment;Private room;1;1.0;1.0;1.0;;;40.0;;80;
Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;125.0;30.0;35;74.0
Retiro;Apartment;Entire home/apt;2;1.0;2.0;2.0;TV,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;;50;
Arganzuela;Condominium;Private room;2;1.0;1.0;1.0;Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Laptop friendly workspace;;18.0;;0;87.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;45.0;48;97.0
Centro;House;Private room;1;2.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Indoor fireplace,Buzzer/wireless intercom,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;17.0;30;86.0
Centro;Apartment;Private room;3;1.5;1.0;2.0;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;40.0;10.0;65;
Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;14.0;;67;
Hortaleza;House;Private room;1;1.0;1.0;1.0;Wireless Internet,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;19.0;;65;95.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;;45.0;15.0;0;
Chamberí;Apartment;Entire home/apt;4;1.0;0.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer;;49.0;30.0;89;82.0
Centro;Apartment;Private room;1;2.0;0.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_49;;40.0;30.0;66;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;73.0;20.0;8;98.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;20.0;16;93.0
Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;58.0;20.0;67;85.0
Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;;90;100.0
Ciudad Lineal;Apartment;Private room;1;;1.0;;;;71.0;;90;
Chamberí;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;90.0;10.0;41;98.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer;;55.0;30.0;48;70.0
Latina;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Hair dryer,Iron;;16.0;;84;95.0
Centro;Apartment;Private room;2;2.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Safety card,Essentials,Lock on bedroom door,Hangers,Iron;;65.0;;2;
Centro;House;Private room;2;2.0;1.0;1.0;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;;70.0;10.0;0;100.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;72.0;20.0;20;87.0
Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Internet,Wireless Internet,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Iron;;40.0;25.0;90;100.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron;;45.0;30.0;50;94.0
Centro;Apartment;Entire home/apt;8;2.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo;;139.0;39.0;51;92.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;90.0;30.0;73;
Centro;Apartment;Private room;3;2.0;1.0;2.0;Internet,Wireless Internet,Kitchen,Heating,Washer;;35.0;12.0;67;93.0
Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;1.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;105.0;;30;94.0
Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;120.0;;35;93.0
Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;50.0;20.0;40;85.0
Centro;Apartment;Entire home/apt;4;;1.0;;TV,Wireless Internet,Air conditioning,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;82.0;;48;90.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;36.0;;44;93.0
Centro;Condominium;Entire home/apt;4;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;79.0;;75;93.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;75.0;30.0;44;98.0
Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;25.0;;9;95.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Pets allowed,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;26.0;15.0;53;91.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Washer,First aid kit,Essentials,Shampoo;;100.0;25.0;68;100.0
Centro;Apartment;Entire home/apt;2;2.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Suitable for events,Essentials,Shampoo;;100.0;20.0;90;
Puente de Vallecas;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Kitchen,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo;;39.0;;14;95.0
Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Wireless Internet,Free parking on premises,Buzzer/wireless intercom,Heating;;40.0;;90;
Chamartín;Apartment;Entire home/apt;6;1.0;3.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;82.0;40.0;51;94.0
Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Pool,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;35.0;5.0;67;100.0
Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;0.0;68.0;40.0;55;88.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;40.0;;0;96.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;5.0;50;93.0
San Blas - Canillejas;Bed & Breakfast;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;;20.0;;27;100.0
Chamartín;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;15.0;71;98.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;30.0;23;95.0
Centro;Condominium;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50,Private entrance;;115.0;72.0;6;
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Iron;;30.0;15.0;53;100.0
Centro;Apartment;Private room;2;1.0;2.0;1.0;Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Laptop friendly workspace;;30.0;10.0;0;
Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;73.0;35.0;37;98.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;65.0;;14;88.0
Arganzuela;Apartment;Private room;2;2.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;50.0;15.0;82;
